val_td_live,level,area,label
9099,4,68.69767385,42070
188504,2,12.81948756,179924
1349,1.5,72.77881598,23264
35464,1.5,1.741029727,24318
798,5,1003.243285,2749
3302,3,216.5153581,21061
3355,3,799.441574,42906
2833,4,88.07737352,11184
1808,4,48.0915938,20971
783,4,19.86588397,10366
2507,5,204.0224779,25204
2017,3,74.67067795,13554
20281,4,2.978287922,24551
26143,1.5,12.24506065,32029
97197,1.5,5.553978734,105402
1213,5,41.4786589,10326
18194,2,5.201517026,71941
3770,4,23.51064892,20208
2905,4,60.29703102,21840
4553,1.5,68.96235735,27274
1647,5,65.76317801,23794
21135,2,74.5213014,53925
35697,3,3.933803296,66993
448,5,30.68284559,10601
3054,5,215.6188243,36850
8657,1.5,80.81590833,27172
3922,4,137.6366498,20604
928,5,19.74693871,14007
94,5,684.1590989,2462
9430,4,141.8009092,62061
3265,4,78.38058575,38075
6579,4,128.7425301,28871
10609,1.5,98.83778335,33621
10609,1.5,98.83778335,13386
7994,4,72.34585286,48169
2301,5,113.3636814,18791
1700,3,59.33200031,16842
41224,4,149.2758423,86840
30233,1.5,83.32517858,64166
44,5,209.8589503,350
1908,3,62.06337624,8555
1661,4,4.896946889,5488
1207,1.5,62.56285944,9862
16031,1.5,70.64777092,47158
2547,5,319.9196819,30453
0,1.5,0.011495787,2862
8975,2,12.96496877,18177
381,4,430.968457,12707
758,4,123.1951346,7331
538,1.5,33.47996023,6770
3351,4,51.30651736,20933
941,4,570.8370677,12304
63363,2,4.502721263,77579
1924,3,222.9118666,17073
235,5,52.81519482,4462
22097,5,2.170083359,45964
5584,4,229.1777128,31001
837,5,83.98000215,10833
2727,5,197.7425558,23873
257,5,67.63881463,9626
2686,2,45.40096744,439
5601,5,1.173142115,24535
2243,3,125.9615411,27188
1124,5,178.0062376,13449
2056,4,263.159947,13355
3725,4,47.56043077,21934
2326,5,39493.14918,6233
632,5,5646.487622,1685
632,5,5646.487622,2764
1325,4,165.0040659,9004
53869,3,29.5393551,78334
4766,3,204.6520608,29325
1543,1,48.1693802,9581
3136,5,110.5462877,32215
3136,5,110.5462877,10139
26836,4,44.51181519,52949
1811,4,216.5440287,11119
1578,4,146.062858,15369
41878,1,1.066052911,42814
1904,1.5,139.2280563,20509
4369,3,464.2569081,26011
2696,4,38.44396868,17925
2172,5,217.7855316,25811
315,3,14.39279049,7397
770,4,48.29465742,9426
6603,5,186.8635016,55456
2796,2,129.7499021,19302
890,5,58.35237746,11209
4239,3,106.2279929,34105
1296,1.5,91.54664503,15338
5238,5,288.7563968,37188
5868,4,63.32004125,43874
3405,4,87.80157276,20965
1491,4,74.8204614,7630
8583,4,68.15325519,25936
4763,5,3404.462034,6955
3080,3,128.6141063,18177
764,5,387.471185,4716
2009,4,59.0689764,16483
243,4,20.43970575,1984
2039,1.5,149.4237541,14870
2076,3,60.89042845,17636
2701,4,283.3469589,15173
127271,2,21.61163255,88152
8433,3,89.90031295,34986
1171,4,112.6972255,13086
1529,5,272.9913154,25482
2111,4,224.2298237,18663
607,1.5,40.51268434,6683
1200,5,283.8512246,11901
13094,2,130.7911758,37348
294,4,4.571455226,1679
6181,4,58.83719254,17928
15389,5,180.7432256,50371
1144,5,517.4647295,3342
533,5,45.10695046,4551
2750,5,57.97593888,15420
6922,4,57.03626078,38569
9090,4,1.124213175,33196
21450,3,31.32912366,28197
59634,2,121.841087,120631
167,5,50.28259053,1245
2161,2,21.76242319,4318
780,4,67.14595001,8623
2328,4,201.0543276,13407
31763,3,175.1399236,66589
13676,4,11.83274484,17147
8415,4,85.65641714,67326
13445,4,68.27996598,48714
5000,4,196.1204069,36653
7065,2,120.1903697,41758
43753,3,216.130078,46276
13909,1.5,51.900874,45595
3983,3,637.0707981,35361
7672,3,31.56720244,21088
3520,4,100.5846041,29901
6258,3,196.8481128,41056
615,5,38.33471148,6585
120762,1.5,24.29361384,98673
2774,1.5,182.1005907,36359
4705,4,215.9269395,36048
26977,5,25.78656168,73758
27228,1.5,1.378325163,45580
18856,1.5,86.78384526,43848
84733,1,1.431395343,97986
5574,4,70.74841529,35277
6155,4,120.6950733,49045
77406,1.5,9.828997693,98118
25597,3,66.04844164,116059
8944,4,182.495534,59476
2621,3,47.12661823,16732
7721,3,71.27788366,25097
1147,3,157.105386,20263
382,5,18.75712902,7914
1065,4,1479.95555,8339
38056,2,74.33562444,32674
38056,2,74.33562444,35902
2449,5,51.13474221,24177
13079,3,84.35295005,72838
3342,5,180.4307077,19481
4448,3,161.5353609,36179
1903,5,362.8555692,10424
5130,3,57.54795613,27239
3942,5,50.46731871,27955
489,5,40.76330612,5356
2563,4,69.83837939,28139
3617,3,300.1449469,33388
25117,2,0.769553906,44047
2620,5,226.3425169,31385
16369,5,48.55886643,20205
28,5,828.899327,1222
3206,4,148.1518872,20415
473,5,77.79373316,6065
6715,4,37.71055517,25219
325,3,64.72443508,4916
2427,4,23.20962339,13579
14354,2,28.10267326,35282
29915,4,36.63466833,45704
291,5,37.44876442,6437
7074,5,98.13032103,40108
167428,1.5,5.94712506,105770
20138,3,175.2728344,65403
1915,4,168.1398449,18358
4621,1.5,115.778424,21535
2894,5,51.14466616,9351
6341,3,75.48950905,19060
6052,3,111.7094072,36977
21112,3,1.709983379,44249
734,4,25.09968422,10373
13043,1.5,6.105239141,30975
32229,2,1.432009167,43528
1349,5,96.41672232,14389
837,3,166.8312088,10520
9740,1.5,23.49080032,23489
116907,3,159.8779088,174670
14584,2,50.78943209,35209
3664,3,89.09065881,17902
6088,3,114.4298001,27757
2105,4,28.5861243,12388
2400,4,440.4834377,75615
1209,5,152.2969437,13608
1081,4,41.31437422,11291
9747,3,47.61807367,42663
128162,1,3.541126782,108406
30761,3,117.2513886,67865
26243,4,123.3482651,75455
700,5,113.8313899,16121
185,5,62.60416787,2747
40,5,78.73935285,2108
2112,5,90.36188867,26322
2863,3,286.6391026,15238
42445,3,2.033536828,69788
94765,1.5,15.15977259,34377
23053,4,4.504660464,35388
529,4,56.81423257,6006
2283,5,45.99716463,9807
6108,4,39.74267285,28289
2388,3,48.9626222,19366
4881,4,49.10384481,29085
3434,3,0.708190382,22364
2803,3,683.3655554,14873
20364,3,2.392033478,45783
46992,1.5,76.90421438,60168
41716,4,37.92507098,74251
979,4,44.84507026,9482
7803,3,138.3387155,57091
894,5,43.1659439,18582
21200,4,3.246019854,52313
1554,4,57.84321395,17140
474,5,98.71619994,10292
9909,5,141.7434742,14165
22343,2,165.2411205,31157
11689,3,121.6634936,77353
37813,2,42.71604632,77466
9489,2,44.51411909,33268
131,5,43.98317417,2592
31869,2,2.491220264,41331
8964,4,1.823100897,22089
309,4,175.7224139,6379
569,3,240.2729847,7868
488,5,1344.736726,12450
3381,5,76.76889435,18849
109245,1.5,115.0908267,61609
5258,3,89.34710078,28117
5590,3,174.6539392,29028
402,5,64.89894104,6227
1461,4,260.431518,17101
4327,4,152.408888,23942
2875,4,201.4944553,26428
102275,4,21.75368297,150138
5502,5,115.2905059,21263
14120,5,761.5474484,39310
13,1.5,46.7061753,7657
24460,3,1.38412843,43157
661,4,107.1811506,21891
1136,5,86.03456526,14434
571,4,20.36010536,5617
813,1,264.6674291,8244
99410,2,40.99664138,134301
31507,2,40.82613573,60768
11474,3,45.26318434,31749
1573,4,121.8993251,10142
13572,1.5,136.4478545,51078
348,5,39.57104172,7697
1293,5,138.4264508,13065
5541,3,27.24465921,23871
8928,4,59.33245573,31700
1856,4,205.8231895,12409
13145,5,4.377235319,29901
134,5,209.4847885,2524
2590,4,14.43901657,6634
1433,5,245.19998,16591
1645,5,644.3966915,11888
1240,4,84.96126884,10396
124864,4,9.449638452,173656
17798,5,268.4751281,57975
1099,3,81.58224769,16013
52,5,29.3380514,2489
5868,4,107.2979224,27147
3346,5,182.9776259,18474
1716,5,173.3548956,27914
868,5,40.52974128,7746
4146,4,124.9840319,28052
671,5,43.11207145,5435
6294,1.5,40.19021997,28389
33469,4,12.75562062,76816
1316,4,129.7244589,11753
11520,5,119.9460555,64949
2064,5,69.36333427,9366
12218,3,60.31598971,34281
26140,3,10.78318674,69797
82746,2,28.04827823,44521
8755,1.5,25.35737139,12765
1282,5,129.3648294,20776
3825,4,117.8683415,27946
62085,3,8.778049534,136273
623,5,511.9372549,4268
917,5,117.2359059,9603
4817,5,1881.168326,17986
6224,1.5,52.28928786,30955
723,5,4099.534783,3552
1909,5,103.6668604,12267
3124,3,227.4338572,32839
1326,5,1.626920168,10807
4756,3,119.7421856,44031
27610,3,5.383012861,42501
2218,3,161.0215038,14454
1226,5,164.0666134,14257
3438,5,181.6702739,28644
7184,5,297.8164872,20816
3995,4,141.6530921,23629
532,5,434.0496427,7647
26810,1.5,122.8018875,41363
1048,5,85.39777342,10684
7459,3,102.8514337,48736
2640,5,234.1260667,11932
14615,4,47.40555044,34984
8256,4,35.51018666,28206
5563,3,65.29364181,44928
1969,3,44.0724592,12175
5492,5,102.2377235,39546
17919,3,5.809048364,64784
3391,3,191.5101417,24251
1729,4,69.92371272,15899
3549,4,316.4818865,24141
960,4,66.81735374,8289
5782,3,158.8197291,25525
561,1.5,41.40662334,6460
4694,5,216.7489818,30389
6074,4,150.8050443,18220
427,2,21.31053757,2234
2999,4,189.7365337,24613
2809,5,336.5341594,33553
952,5,158.2564516,6214
5551,4,55.9716746,34423
1421,4,20.90643285,11877
17342,5,7.44400472,36121
7201,4,150.9862052,43878
50734,1.5,52.53975815,49592
3526,5,167.4187844,23317
11036,3,27.52442341,25015
3277,4,62.32667328,15174
2292,2,99.96893836,29402
5166,4,18.8461302,16757
409,2,239.5948031,5262
4959,3,39.8578451,26534
5627,5,20.2129565,16912
1859,4,293.7603213,15207
8434,3,99.87667784,33966
11915,4,99.79708261,57636
20976,4,1.245813538,47534
2746,4,981.6115576,23485
5689,3,0.591881505,14246
1646,5,147.0651134,6917
1636,4,376.8696576,21691
176,5,8473.483138,4363
525,1.5,33.68791629,8791
14929,4,1.613792221,32274
2172,2,161.3802268,18345
3398,3,135.1840258,26431
329,4,14.19596642,4014
15923,3,7.594928219,39813
7333,4,1.98520843,30338
9560,3,68.92874824,35893
4239,3,63.38212633,35507
27192,4,5.26963719,79465
47841,1,24.23586441,22875
17903,3,195.4368473,44280
456,2,5.489770515,901
2333,1.5,37.2196815,15213
2847,3,229.9636304,15732
6205,4,38.33802905,30606
244,2,3.994992548,1878
400,4,62.14376601,6434
2836,5,188.3469928,31176
1129,4,312.7920373,15361
5744,5,62.0988116,39365
4425,3,46.26723092,17385
1248,4,66.75785995,24706
3377,5,37.75857578,17413
4159,4,97.83849103,35396
4179,4,68.02350094,39732
5002,3,88.49726965,30828
345327,1,33.16489025,277689
14876,4,89.23628561,53364
9831,3,127.697239,51089
1017,3,95.72495838,9658
4863,2,108.16748,39903
543,5,131.7728187,2698
3692,4,85.68365495,30861
72759,1.5,44.51564418,73732
795,1,113.4488679,6300
14542,3,62.53053437,51682
3901,4,69.83132962,29374
1200,2,43.21448691,4791
82244,2,9.534697606,63531
2044,4,202.2473325,12032
8217,3,81.42693798,38014
85,5,135.1575609,3458
10039,1.5,63.03909154,30503
10058,4,54.10082322,54000
6499,2,66.72537385,35144
47684,5,2.220055516,89985
2957,5,245.5925933,12502
478,5,186.4561662,15397
45205,2,54.54805631,74562
4818,2,86.47688415,13391
1693,5,109.962891,12985
2071,5,54.93032669,13284
7321,4,59.94382319,31315
2388,3,13.70530495,6188
696,2,152.8360181,4493
1673,1.5,5.173334694,2650
141,5,164.1172433,925
6907,3,424.7621686,27092
10433,2,39.08830096,27680
53079,4,154.8926285,131927
5781,4,79.89993822,42287
1162,4,14.72728672,6699
116,5,0.95058611,960
7558,3,46.96413557,45042
5230,4,66.43252483,25754
448,5,162.5608272,7586
3100,5,541.2382858,12320
1852,3,44.20073904,10867
4092,5,220.3947349,33106
109016,1.5,25.06659807,77340
131609,5,2002.056247,66926
131609,5,2002.056247,53422
131609,5,2002.056247,20515
131609,5,2002.056247,35496
131609,5,2002.056247,35348
131609,5,2002.056247,45493
131609,5,2002.056247,12932
131609,5,2002.056247,67929
131609,5,2002.056247,32379
349,5,687.8163731,2404
2583,5,109.9202625,27345
599,4,190.550186,3260
14036,4,1.034001797,38625
14194,5,102.7347233,38999
1680,1.5,267.3135708,11354
3516,1.5,27.90989043,12435
65958,1.5,57.12255554,62877
24037,1.5,0.769358949,35167
9549,4,7.742276881,136909
450,5,82.4690569,6549
3706,4,44.2854811,30735
2031,4,267.436345,26457
21,5,38.61712706,2446
5671,3,66.95872892,25755
642,2,35.65111014,2758
33781,1,1.377452205,42258
6112,2,60.00151737,20577
766,3,795.1358409,17026
309,5,244.7145972,1925
2499,4,108.9855785,16091
2143,4,61.04130556,30607
13810,1.5,31.32003707,40521
1503,4,109.8788823,16360
1426,5,130.8790286,14110
3809,5,21.66699207,8031
120468,1.5,11.8494748,83343
4232,4,28.12861295,23595
1609,2,212.8567254,23529
2417,4,330.9644176,40539
15054,4,3.252464076,23968
690,4,190.1155671,5693
1049,5,148.4518862,8579
13909,3,74.35323715,28063
4326,5,140.2289313,29042
4345,3,100.3194222,23427
222531,1,9.544225185,229925
3508,3,150.5223082,44111
28434,4,3099.878015,59225
227,5,23.98858534,7793
2451,4,272.4727633,29004
1286,5,23.32349477,16167
2331,5,356.0728193,22096
68834,2,66.9163757,161305
1393,3,82.86714674,5432
18501,2,85.45774667,72633
45433,1,124.2917392,79085
689,5,119.0256847,12490
1451,3,102.4797913,16847
2824,4,871.5552657,20274
5885,2,56.75405926,15333
437,5,47.16257543,10314
14829,3,26.68131727,18143
2652,1,1.781824475,8842
42159,4,147.4838062,60494
9374,3,71.94713236,27293
568,3,107.2838949,4662
2465,5,111.553989,261
2772,1.5,79.79943737,13816
20577,5,1204.827209,14946
2535,1.5,159.8796999,30080
6976,4,68.2424152,42516
9804,1.5,112.8592397,41388
12417,4,31.13727318,28015
149,3,61.35807918,1524
10837,5,66.17527776,61219
896,4,32.41005368,5400
2090,4,347.8685589,16108
4048,4,175.5029073,36428
456,4,1340.490794,2564
6953,1.5,34.50471297,19124
11470,3,52.17433798,12922
21423,3,3.764608314,35064
7186,4,262.3988465,68245
8191,4,41.56155513,45986
347,5,135.3782883,5175
1984,1.5,64.11663422,14551
3251,4,794.6670436,24426
4001,4,91.61430528,24910
15961,3,61.82159165,35936
18202,5,79.55780637,26740
96,5,31.48578623,2890
9627,3,267.1369296,47542
989,3,51.93057902,4979
17197,4,182.2148042,20858
17197,4,182.2148042,28106
5091,4,125.1950267,34060
5709,4,68.35502491,32327
65505,5,134.4021297,162638
5844,3,77.09599648,22207
6961,4,91.985225,29563
2093,4,71.85853907,14262
6221,5,136.8006667,12804
7635,4,95.15664183,42564
1734,5,75.03847314,15916
10002,4,352.7319604,16724
15307,3,173.9132594,42156
9161,4,55.24811677,54738
264,4,173.2966575,9808
6007,4,75.04441703,28609
17790,2,0.505425635,30328
35755,1.5,2.775979428,40446
6523,3,85.64474211,42992
40595,2,10.88096073,58673
653,3,212.3146499,8909
24798,1.5,125.1616599,35838
24798,1.5,125.1616599,47858
6058,3,67.4861739,27599
54449,3,73.39948028,66406
10038,3,0.765070532,16037
590,5,177.0537206,13961
3719,4,27.48629305,13535
3152,5,28.03625996,21122
19411,2,0.645741694,22002
4007,5,106.5285432,20390
45764,3,41.96766458,35640
137,4,44.30142985,2117
1831,2,86.0392727,13741
6980,4,64.1246836,43025
5973,3,64.99472413,55644
579,3,18.65329848,10272
111182,1.5,3.063700316,113193
28451,3,62.67914256,68140
7769,3,122.0383357,37336
10342,3,90.80565379,40556
18497,3,1.877422834,32468
2506,2,89.82516273,19540
1250,4,160.9493677,17389
15698,3,0.935888567,30849
809,5,32.7899449,8734
67906,2,7.563811684,85435
815,3,166.4382363,6555
751,3,126.9872121,3079
3912,4,37.86453881,22996
2014,5,323.5349962,31890
1214,5,65.12325593,16106
1998,4,104.1427494,12783
21891,2,59.1138538,49496
2755,4,141.5986838,30969
513,5,28.30464705,8402
13343,1.5,302.0434908,41124
17240,4,57.22340452,41262
1447,5,269.1683993,14999
2930,3,400.2956571,15669
2754,2,34.72080977,12191
6710,3,29.38279518,24871
5259,1.5,29.13181596,21901
26812,1.5,66.11337379,34046
26812,1.5,66.11337379,16780
5231,4,661.7186028,47999
33825,2,49.79882728,54497
4251,4,49.07251976,36240
680,5,103.9524772,5475
7681,3,82.25378105,35426
51070,1,1.020690775,47126
1081,4,144.8183691,14843
4761,5,804.0133052,14898
1952,1.5,51.4990494,7344
7774,3,121.7018548,26750
832,4,13.96460747,6246
4600,4,109.8351106,21197
776,5,143.928845,9511
913,4,74.94609496,11720
22557,3,71.19266538,52807
950,4,82.60602246,10584
7902,3,131.5555702,19865
8591,3,45.84841276,35478
1547,5,171.8027848,7583
1547,5,171.8027848,5798
145,5,48.59171323,2521
4241,2,456.561981,47096
972,5,85.40532933,15952
2151,5,79.91878668,6441
2395,5,21.72916566,20860
4293,5,224.7199285,23075
442,5,491.4454954,1838
29974,5,10.80293765,1314
29974,5,10.80293765,186
29974,5,10.80293765,1378
29974,5,10.80293765,765
1290,4,146.8068671,17795
1860,5,392.1204938,17982
270,5,337.6479088,2186
1572,5,803.2664729,10169
11572,4,65.29745578,51625
1509,5,463.5955965,12723
2794,3,132.0046103,18428
8162,2,75.72993373,34681
1069,4,58.88799085,8972
5604,3,107.627656,44398
46461,2,17.244911,103134
282,5,283.6662516,1170
7005,3,106.6387578,61402
7316,1.5,97.74146109,26501
5798,4,48.21798596,32615
4,5,9.799587875,28
1074,4,237.172307,19525
79276,2,7.590900296,101335
892,5,114.3520329,9166
3801,5,121.2979716,31741
15234,3,56.42443842,58409
905,4,171.1049634,11912
14214,5,42.2864878,42732
4731,5,110.0984979,39793
172,4,66.78350308,4607
1082,5,190.1513587,15801
46021,3,34.30268603,77385
822,5,184.5633821,11664
597,5,664.8614572,19809
6399,3,34.8650043,17822
123,5,83.96722407,2489
3123,4,94.5556882,23467
511,5,284.0785712,76361
5357,2,225.4746417,40779
3316,4,52.86223947,18228
6198,3,26.85123575,24034
7404,5,503.8845796,10007
1718,1.5,75.84300603,11622
10163,3,140.8531288,34774
3948,3,50.53599702,25940
5949,4,171.1665846,62540
65430,2,40.99667788,95827
96687,4,19.16345478,171530
5045,3,145.3812407,5430
23010,4,21.54462151,40899
17721,3,100.7569304,73283
5963,3,35.45924401,24236
12051,3,56.46354843,40150
619,5,96.9087149,1421
833,4,116.9875906,12135
37210,3,1105.537934,52284
37210,3,1105.537934,39153
12234,5,2.663880093,22875
525,5,8.313260657,2127
5585,3,34.86465144,27044
982,4,140.9982581,5944
9296,1.5,215.9931258,22609
70431,2,49.82812339,114810
6873,4,165.3038964,50297
7031,3,140.9179261,16854
2069,5,208.7540512,15480
6934,4,118.3306172,29165
6912,4,154.5203367,13887
13137,3,1.396513207,30022
30129,3,5.707460743,37913
245,5,348.7141124,1056
17461,2,66.92691908,36243
16119,2,91.7428121,38493
1608,4,189.8193423,8777
3602,4,44.27293899,24147
1380,3,28.43582912,11409
2873,4,44.24674825,17487
1127,3,39.32361514,13959
2535,3,62.83304563,19658
6371,2,104.5360186,23730
27846,4,6.347336009,40734
30500,5,3.269067743,68012
4555,3,757.7795762,45254
366,5,48.00406898,2958
7409,3,117.2757765,60728
6835,3,60.80999494,36277
13220,5,173.3851915,74388
1346,1.5,62.00533898,20334
20779,4,46.36512315,43049
722,3,112.7011227,7975
9887,5,377.4130852,69607
19198,1,32.85847077,28575
732,4,65.86112375,7811
3178,4,98.5764838,20432
53327,5,400.2260844,126164
2306,3,202.3407397,24582
68191,1,3.151938318,56257
10987,5,124.3179279,63607
10811,2,90.80804033,56086
915,4,109.1336641,7284
226,3,57.06903107,1644
2552,2,250.6444819,21084
6033,5,2.833597714,10232
4756,3,43.20850809,17028
2133,4,88.57313494,10694
20932,4,1.371843858,31894
15890,2,84.75640332,54785
410,4,168.0772103,9884
3990,4,78.99391214,10713
28484,5,4.966975563,40179
5478,4,106.5444834,27106
24600,3,2.562589241,35638
761,3,128.4488147,10650
2073,3,184.3364603,9162
683,2,36.32941282,3461
65,2,1.243382376,232
92168,5,101.0383716,190147
1144,5,54.55503714,6082
443,3,48.63607318,2783
629,5,120.7953321,19415
52691,2,1.537452753,73010
5090,5,13221.69385,4077
328,1.5,54.95851372,5372
20077,2,63.20900068,39713
5734,4,57.6445463,38541
790,5,43.32299456,12721
4358,4,93.86008809,20955
15468,3,1.627535238,42986
9008,4,28.81756168,31463
2,5,99.42652449,3854
2662,5,196.8750581,19968
564,4,204.3863677,7739
1923,3,262.1135549,17421
2417,4,75.13623419,11240
2975,1.5,57.77793759,28382
3554,3,110.3384081,12733
5603,4,173.8753965,37642
1060,5,1638.12962,15713
977,5,93.31383769,2567
3301,4,28.99166943,18805
68432,3,94.72393227,99693
22068,2,143.5321541,51898
13124,3,100.4354987,34350
2015,4,16.85853076,9754
13690,4,80.76773448,65132
102326,5,31.02959133,111452
2006,5,0.681404886,9169
1151,5,161.0822919,14563
2784,2,90.04126954,25670
13685,4,2.726724376,31626
8912,5,266.587756,50242
145,5,192.8520465,1154
6578,3,117.5866117,88075
3311,3,4.597831508,17937
2756,5,342.9741455,20785
1780,4,101.9275234,10057
5898,5,9.199925951,10621
4459,5,221.0848468,32260
3180,4,67.5353364,13704
42488,1.5,88.30874151,51462
45599,1.5,8.05881036,47967
15596,5,41.03689758,54467
1691,3,460.7102809,10065
1779,4,208.6620809,24535
5872,3,83.7485282,48480
70580,2,29.80888537,61613
7873,4,123.2359359,49645
17207,5,37.78284362,30256
1121,4,371.9772635,11582
35447,2,14.66388337,22279
51542,1,112.8899754,99134
25797,5,7.534390103,49144
144632,2,9.429911839,174435
44175,3,4.056825603,70051
625,5,32.59716721,9140
5242,3,83.34479289,37414
969,3,177.8149112,7062
2004,4,26.16570714,9684
1888,5,2871.993167,15187
15676,5,5.034813956,30998
2377,4,97.69935963,24191
1527,5,48.14389756,7604
1272,5,58.07277782,25307
535,1.5,44.11311488,8580
1132,5,68.43970537,16579
3517,5,112.7650941,21097
18836,4,9.219392292,35030
18,5,337.0073881,2383
697,4,74.61691208,17089
5937,4,1.428936002,13127
890,4,85.46177135,5992
10159,3,18.78497468,38137
122,3,11.63321688,440
21725,5,17.97028354,44146
2026,5,43.54229632,10063
16916,2,43.3226076,53417
92569,1,7.747996059,102402
2076,4,135.6093236,13514
3034,3,82.31693418,16703
8545,5,53.65259532,38507
46953,2,55.69701672,90580
2480,1.5,8.182716703,0
33280,3,20.24052111,54753
1118,5,189.1518303,35747
1118,5,189.1518303,10582
19181,3,59.70677335,22635
6176,4,54.15058463,25123
1459,4,77.06917511,18283
1939,5,285.1631433,14740
1807,5,499.4784686,16488
4012,4,155.9818868,24048
24873,4,64.47338632,38009
4169,4,108.5348372,17693
197,5,567.4172283,3392
635,4,83.29514059,9679
974,5,127.414716,18262
818,5,111.8812224,12836
14174,4,1.274298551,33484
993,4,130.2186612,7034
5362,4,67.21899961,23684
156164,2,11.51029439,124924
8621,3,0.955812694,21365
809,4,114.231681,6705
4088,1.5,82.54933119,33968
831,5,779.8296607,10297
6034,1.5,150.9378855,37390
6034,1.5,150.9378855,26313
22274,5,7.01160515,21688
5291,1.5,69.32378837,32200
17096,3,345.87343,46145
16224,1,65.88309868,21319
1978,3,43.40806008,15219
6171,5,331.3212522,44282
12971,3,6.413504748,33233
5041,3,123.4685277,44836
2570,5,335.8046114,43925
1025,5,121.6755404,9944
56,5,39.74216722,4507
1694,5,78.17103923,7603
124226,1,8.206436365,106744
1500,5,441.8179003,5717
195551,1,17.52763699,194825
4265,4,160.9017175,25746
1170,5,29.38945649,9513
33001,3,6.448322009,68910
15732,4,174.2447525,63518
416,5,90.07213721,7140
42076,2,1.446482452,39581
749,5,458.6958222,8698
7873,4,105.4880929,35153
2070,3,46.35240776,11011
64405,5,6.358155799,77751
2303,4,273.6778609,14372
5154,1.5,90.01228978,31394
3006,5,78.84139512,13927
1331,4,24.45695685,5769
2421,4,77.07539339,13530
3127,4,126.2583555,34691
6337,3,85.56700021,52988
941,3,89.63515402,9111
1280,4,22.28562463,11383
17652,3,6.996265786,53212
3431,2,46.2721767,22881
4540,4,30.24652121,23126
4257,4,51.59539549,17797
6067,5,93.78626308,33178
432,5,286.2623967,2672
1888,5,195.0218359,6682
6539,3,98.68078936,38776
1284,5,223.8139319,11922
26369,5,90.34713926,48926
5630,3,132.7749018,37335
14218,3,2.528825499,33491
3681,4,119.5196922,27296
2169,4,52.61457393,9756
1375,4,92.63019294,11513
58737,2,2.405273684,115957
59329,4,9.820485206,75375
9044,4,52.27633965,28658
6267,2,39.3958724,17228
1583,4,75.75149778,15096
863,4,37.2620112,9976
10013,4,26.21662573,34690
1525,4,77.40386264,6549
735,4,2.123707038,112
977,4,43.14754587,10833
50959,3,5.164286973,75832
277,5,81.73689559,5420
3589,4,106.1554302,17889
6652,5,84.72837284,40535
794,5,1.104464273,10134
14254,4,37.63856385,31191
1289,5,303.1230628,12322
41696,5,11.47083812,10407
14026,4,282.0150403,28096
3557,4,55.19959311,23045
97538,4,16.07664725,107880
2480,3,78.17413031,14772
1352,4,623.7116505,5279
10809,3,29.98299354,27257
973,3,19.8638653,9699
2391,1.5,22.48074379,8062
2022,2,55.3577268,7751
23167,4,64.48926329,97075
1340,3,35.16129712,15432
14210,4,76.91728515,40813
3404,4,74.3816098,39094
1260,5,116.4705342,15480
2219,5,306.0073289,29783
1020,5,1291.70579,3132
421,5,26.16721723,8036
99,3,13.49917224,2706
1169,5,159.4088348,7884
158016,5,25.45251628,241519
4641,5,2.471299626,22048
18871,4,2.412622696,42269
54,5,822.5947783,738
16960,3,4.536118246,39505
1539,5,218.13422,9426
2866,4,1759.982257,24964
2339,5,49.3059298,19323
1534,3,320.6629363,4742
33322,5,9.805715715,37467
51605,2,58.41979848,98153
8739,3,29.57063806,36818
2170,4,453.9026829,26658
24312,2,0.766375868,34849
251,4,58.07188911,4364
40919,4,36.62988109,81916
6937,3,3.968592976,8666
2825,4,109.3090266,17335
27975,3,2.466060221,45380
2363,3,75.98787301,8875
2809,2,107.0038019,17164
1441,4,83.44231349,22110
20771,3,38.81376223,53341
12306,4,0.928342941,21992
513,5,344.5396201,16268
6223,4,119.9150138,29927
10452,4,154.4193173,36417
22093,3,168.1792524,110530
41826,1.5,1.481014623,22939
3900,1.5,59.67179464,20299
37937,4,239.8514607,82111
6438,5,3502.912702,23533
1493,4,294.0174004,27976
1024,5,105.5119569,8028
28639,2,44.10134797,62713
458,3,89.36486219,3163
396460,4,551.4549931,49802
396460,4,551.4549931,110725
396460,4,551.4549931,82749
396460,4,551.4549931,105817
396460,4,551.4549931,97436
396460,4,551.4549931,70848
730,4,182.0185688,6126
2610,2,106.5477022,12372
1043,4,134.1770144,2098
177,5,99.82892368,6266
44437,3,33.31230013,76536
161,2,75.28069803,3459
14712,3,2.979972865,25100
17640,2,9.641136459,24604
3455,4,50.21121961,18883
1,3,182.4036351,6912
11698,4,110.9750965,45130
89257,1,13.83271234,72933
4762,4,45.08414636,23421
2509,4,34.88539412,24949
136385,2,15.24278292,96588
45961,4,179.8513593,82667
1441,5,254.1777692,10483
2390,4,48.10144987,33906
1408,4,295.3136078,33095
3684,5,252.8646019,18183
31895,3,26.97308859,60451
3686,4,87.44542201,8228
5215,2,31.82795939,9948
2627,4,64.57800189,9399
115198,5,582.9342388,89324
115198,5,582.9342388,55837
115198,5,582.9342388,67194
659,5,289.7377353,18767
1293,5,456.4971324,36286
4147,3,21.27854297,22701
31702,1,22.61695203,39756
3099,2,19.2903473,5871
19757,5,148.4129609,39598
25053,1.5,45.03001667,37665
161,5,57.02193996,3516
4542,3,17.26077493,17011
13314,3,215.3961474,75123
